City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,san juan de miraflores,-12.1629,-76.9635,18.98,84,100,3.77,PE,1698230267
364,dingwall,57.5953,-4.4272,6.97,97,61,0.54,GB,1698217993
365,arkhangel'sk,64.5401,40.5433,1.74,74,96,2.03,RU,1698208719
366,kotaparh,19.15,82.35,28.05,52,47,1.75,IN,1698193668
367,taro,-8.3862,115.28,29.0,64,45,2.02,ID,1698184342
368,karoi,-16.8099,29.6925,28.02,37,73,4.34,ZW,1698204419
369,luchegorsk,46.4764,134.2569,15.05,53,5,2.51,RU,1698183183
370,santana,-0.0583,-51.1817,26.1,89,20,2.57,BR,1698224715
371,garachico,28.7781,-17.7646,19.06,64,40,4.12,ES,1698218278
372,zhongshu,24.5167,103.7667,22.06,64,76,3.92,CN,1698188835
373,regina,50.4501,-104.6178,-6.94,82,75,3.6,CA,1698241023
374,kilju,40.9642,129.3278,19.38,43,5,3.53,KP,1698183851
375,mizdah,31.4451,12.9801,24.02,28,98,1.3,LY,1698211072
376,vylkove,45.4021,29.586,18.61,74,100,6.96,UA,1698208220
377,merizo village,13.2658,144.6691,31.1,88,36,2.54,GU,1698178392
378,bila tserkva,49.8094,30.1121,9.77,87,100,7.4,UA,1698208573
379,whitehorse,60.7161,-135.0538,-6.57,62,75,1.54,CA,1698163446
380,antonio enes,-16.2325,39.9086,29.26,53,0,5.61,MZ,1698202001
381,hovd,48.0056,91.6419,9.48,16,24,1.52,MN,1698193584
382,gizo,-8.103,156.8419,28.08,78,89,3.18,SB,1698174384
383,san luis de la loma,17.2706,-100.8939,25.96,84,100,3.76,MX,1698237554
384,svetlyy,54.675,20.1347,8.03,87,100,7.12,RU,1698211617
385,merowe,18.4833,31.8167,31.59,25,0,4.57,SD,1698205763
386,dabakala,8.3667,-4.4333,22.55,91,92,1.45,CI,1698213927
387,firuzabad,28.8438,52.5707,23.76,24,0,1.98,IR,1698201394
388,polyarnyy,69.1989,33.4478,-1.52,92,98,1.86,RU,1698212063
389,tual,-5.6667,132.75,27.35,74,19,4.72,ID,1698180290
390,fada,9.5667,8.3,19.72,64,94,1.04,NG,1698210932
391,aqsay,51.1678,52.995,2.37,65,100,7.43,KZ,1698203240
392,sarykemer,43.0,71.5,20.71,16,50,1.75,KZ,1698197921
393,manicore,-5.8092,-61.3003,24.27,88,77,0.26,BR,1698226846
394,taghazout,30.5426,-9.7112,14.43,75,0,0.31,MA,1698216460
395,sabha,27.0377,14.4283,23.44,26,13,3.44,LY,1698210438
396,enewetak,11.3474,162.3373,28.77,78,96,7.11,MH,1698174052
397,gagliano del capo,39.8442,18.3695,21.68,94,75,3.6,IT,1698210407
398,buka,40.8108,69.1986,21.23,28,39,1.72,UZ,1698198281
399,sao joao da barra,-21.6403,-41.0511,23.5,88,91,1.31,BR,1698221107
400,constitucion,-35.3333,-72.4167,11.11,82,2,3.46,CL,1698227674
401,shamil'kala,42.6858,46.8639,10.57,86,100,1.33,RU,1698203811
402,mili,6.0815,171.735,29.07,74,22,4.79,MH,1698171528
403,nadi,-17.8,177.4167,27.0,74,75,2.57,FJ,1698168924
404,ghat,24.9647,10.1728,24.59,21,2,1.33,LY,1698211333
405,vila velha,-20.3297,-40.2925,23.97,83,0,5.14,BR,1698221004
406,cabedelo,-6.9811,-34.8339,22.37,79,39,3.58,BR,1698220435
407,gamba,-2.65,10.0,24.32,90,100,1.66,GA,1698209900
408,west plains,36.7281,-91.8524,21.64,55,0,3.6,US,1698236629
409,cambria,35.5641,-121.0808,15.41,97,15,0.89,US,1698157104
410,camabatela,-8.1881,15.375,18.15,89,95,0.54,AO,1698208324
411,obo,5.3998,26.4869,21.7,90,96,1.36,CF,1698206353
412,cruzeiro do sul,-29.5128,-51.9853,19.18,82,95,1.19,BR,1698223214
413,meridian,43.6121,-116.3915,16.47,41,100,4.12,US,1698243112
414,takoradi,4.8845,-1.7554,25.08,90,97,3.62,GH,1698213105
415,sulak,43.2734,47.5146,17.85,67,100,3.66,RU,1698203708
416,kuraymah,18.55,31.85,31.68,25,0,4.51,SD,1698205758
417,kenai,60.5544,-151.2583,0.61,83,0,2.06,US,1698167309
418,sinop,41.7711,34.8709,15.24,65,30,3.4,TR,1698206609
419,barra do garcas,-15.89,-52.2567,27.01,60,95,0.92,BR,1698224132
420,tyukhtet,56.5389,89.3011,2.38,94,100,7.42,RU,1698195284
421,copiapo,-27.3667,-70.3333,10.83,51,0,0.56,CL,1698227763
422,sabang,5.8933,95.3214,27.36,74,100,1.57,ID,1698189858
423,victorica,-36.2151,-65.4359,14.57,65,87,1.58,AR,1698225928
424,kulhudhuffushi,6.6221,73.07,28.14,76,78,4.38,MV,1698195236
425,yorkton,51.2167,-102.4677,-6.09,86,100,3.6,CA,1698240602
426,floro,61.5996,5.0328,8.04,81,0,3.6,NO,1698216516
427,tres arroyos,-38.3739,-60.2798,3.99,92,1,1.86,AR,1698224506
428,senillosa,-39.0,-68.4167,9.88,73,0,1.89,AR,1698226401
429,vavuniya,8.7514,80.4971,33.87,47,27,0.44,LK,1698193562
430,christchurch,-43.5333,172.6333,16.08,69,47,7.2,NZ,1698168170
431,sungai penuh,-2.0833,101.3833,24.11,75,98,1.06,ID,1698188000
432,grande prairie,55.1667,-118.8027,-11.9,72,0,1.03,CA,1698245083
433,montoro,38.0241,-4.3834,17.21,94,100,3.26,ES,1698215724
434,lundazi,-12.2929,33.1782,28.22,38,24,3.41,ZM,1698203833
435,northam,51.0333,-4.2167,12.03,90,100,5.3,GB,1698216970
436,laibin,23.7,109.2667,30.99,53,97,1.77,CN,1698187466
437,jining,35.405,116.5814,30.08,21,18,3.7,CN,1698186473
438,sanjwal,33.7608,72.4336,25.84,31,0,1.89,PK,1698196956
439,winnipeg,49.8844,-97.147,1.16,86,100,4.47,CA,1698239159
440,sisimiut,66.9395,-53.6735,-3.66,70,94,5.37,GL,1698232142
441,ar ruways,24.1103,52.7306,30.7,50,70,1.17,AE,1698201064
442,new glasgow,45.5834,-62.6486,9.88,91,34,4.63,CA,1698230395
443,mildura,-34.2,142.15,16.15,38,62,10.96,AU,1698176309
444,mil'kovo,55.6078,37.7956,-0.37,74,8,1.46,RU,1698207514
445,laguna,38.421,-121.4238,17.4,79,0,3.6,US,1698157403
446,soc trang,9.6033,105.98,31.81,60,95,2.33,VN,1698187489
447,belmonte,-15.8631,-38.8828,24.0,86,48,5.84,BR,1698220925
448,berdigestyakh,62.0989,126.6992,-3.33,89,100,2.59,RU,1698187374
449,lucheng,31.2336,117.2806,25.55,41,100,1.05,CN,1698186012
450,geneina,13.45,22.45,24.31,23,7,6.12,SD,1698207739
451,pangody,65.85,74.4859,-3.08,93,100,3.95,RU,1698200944
452,san pablo villa de mitla,16.9167,-96.4,16.59,96,97,1.33,MX,1698236456
453,tubarjal,30.4999,38.216,23.52,46,0,4.1,SA,1698204949
454,ngorongoro,-3.2397,35.4875,14.97,80,100,2.69,TZ,1698203754
455,daru,-9.0763,143.2092,26.24,61,82,4.62,PG,1698177604
456,mount isa,-20.7333,139.5,37.87,10,0,5.66,AU,1698177849
457,mailsi,29.8003,72.1758,32.16,27,0,0.78,PK,1698196748
458,newman,37.3138,-121.0208,15.72,79,22,2.16,US,1698157221
459,nampula,-15.1165,39.2666,29.43,37,37,4.9,MZ,1698202218
460,korla,41.7597,86.1469,16.15,32,3,3.26,CN,1698194292
461,trittau,53.6167,10.4,7.84,98,36,2.68,DE,1698213802
462,novyy urgal,51.0736,132.5642,5.94,60,90,0.05,RU,1698184109
463,ixmiquilpan,20.4833,-99.2333,17.66,90,97,1.83,MX,1698237336
464,el banco,9.0011,-73.9758,24.16,98,72,0.8,CO,1698230651
465,stiens,53.2623,5.7577,9.99,93,14,3.6,NL,1698214868
466,great falls,47.5002,-111.3008,-6.84,96,100,5.66,US,1698242286
467,westport,41.1415,-73.3579,13.79,85,0,2.06,US,1698232550
468,isla mujeres,21.2311,-86.731,28.03,70,52,5.57,MX,1698234377
469,nyrob,60.733,56.7202,-2.35,69,99,3.29,RU,1698203898
470,maintirano,-18.0667,44.0167,29.37,60,5,3.27,MG,1698200911
471,belinskiy,52.9647,43.4165,0.02,64,90,3.78,RU,1698205777
472,plouzane,48.3833,-4.6167,12.03,97,75,4.63,FR,1698216752
473,kavaratti,10.5669,72.642,28.88,68,6,3.6,IN,1698195541
474,luderitz,-26.6481,15.1594,19.92,52,0,5.32,NA,1698207305
475,cabo san lucas,22.8909,-109.9124,23.75,71,10,1.79,MX,1698153610
476,rio gallegos,-51.6226,-69.2181,6.03,56,0,3.6,AR,1698225154
477,nata,8.3333,-80.5167,21.54,92,98,5.5,PA,1698232186
478,belyy yar,53.6039,91.3903,6.94,61,0,5.0,RU,1698194337
479,nchelenge,-9.3451,28.734,26.02,67,73,5.71,ZM,1698205057
480,pionerskiy,54.9508,20.2275,7.91,86,100,10.61,RU,1698211636
481,axim,4.8699,-2.2405,25.54,88,96,3.02,GH,1698213221
482,gisborne,-38.6533,178.0042,19.16,58,34,3.34,NZ,1698167345
483,stephenville,32.2207,-98.2023,23.26,90,100,7.72,US,1698237824
484,gunjur,13.2019,-16.7339,27.73,71,100,5.04,GM,1698217132
485,chikitigarh,19.2,84.6167,30.62,57,9,2.13,IN,1698193127
486,zahedan,29.4963,60.8629,26.95,24,4,8.23,IR,1698199445
487,piton saint-leu,-21.2196,55.3151,27.44,61,0,3.6,RE,1698198015
488,norrtalje,59.758,18.705,4.45,81,59,3.56,SE,1698212837
489,balabac,7.9868,117.0645,29.91,66,61,0.97,PH,1698184746
490,lapeer,43.0514,-83.3188,19.89,56,100,7.47,US,1698235115
491,kearney,40.6995,-99.0815,10.49,90,98,1.79,US,1698238690
492,sandnessjoen,66.0217,12.6316,3.06,87,75,1.54,NO,1698215880
493,namdrik,5.5994,168.1028,29.46,76,100,6.28,MH,1698172375
494,harstad,68.799,16.5293,2.11,97,88,5.81,NO,1698215963
495,xilin hot,43.9667,116.0333,10.48,35,22,5.86,CN,1698187314
496,amasra,41.7463,32.3863,14.03,58,94,2.2,TR,1698207204
497,talara,-4.5772,-81.2719,20.6,86,85,5.64,PE,1698231703
498,port de pollenca,39.9075,3.0814,20.02,69,68,10.09,ES,1698214085
499,nargund,15.7167,75.3833,31.03,28,62,4.86,IN,1698195154
500,midvagur,62.0511,-7.1939,9.46,93,75,6.17,FO,1698219560
501,ha giang,22.8333,104.9833,30.79,56,90,1.45,VN,1698188444
502,bad orb,50.2279,9.3478,8.74,97,92,1.77,DE,1698213612
503,patia,2.069,-77.0527,21.4,94,95,0.6,CO,1698231033
504,bay city,43.5945,-83.8889,21.12,65,0,6.17,US,1698235303
505,pingxiang,27.6167,113.85,29.86,49,40,1.74,CN,1698186602
506,katsuura,35.1333,140.3,20.05,68,100,1.24,JP,1698180757
507,leua,48.2156,18.6071,14.72,91,100,5.9,SK,1698211154
508,malango,-2.9627,119.9001,29.13,52,67,2.65,ID,1698183512
509,cooper's town,26.8667,-77.5167,25.52,62,73,10.54,BS,1698232504
510,palmer,42.1584,-72.3287,11.72,84,0,0.0,US,1698232393
511,ostersund,63.1792,14.6357,0.9,93,75,6.17,SE,1698214586
512,kalymnos,36.95,26.9833,21.74,73,0,0.51,GR,1698208107
513,aldama,22.9167,-98.0667,24.65,95,34,1.11,MX,1698237197
514,manismata,-2.4667,111.0333,34.98,40,81,0.92,ID,1698185665
515,brookings,44.3114,-96.7984,7.0,95,100,3.6,US,1698238473
516,colac,-38.3333,143.5833,8.24,41,56,6.33,AU,1698175626
517,miles city,46.4083,-105.8406,0.54,93,100,5.14,US,1698240857
518,progreso,21.2833,-89.6667,26.17,85,94,5.44,MX,1698235085
519,sola,-13.8833,167.55,26.53,81,100,8.09,VU,1698171508
520,shingu,33.7333,135.9833,19.3,77,1,0.36,JP,1698181693
521,monroe,43.1501,-77.6831,21.37,48,40,4.63,US,1698233771
522,truckee,39.328,-120.1833,14.18,59,0,2.68,US,1698157177
523,chibougamau,49.9168,-74.3659,6.79,100,100,1.54,CA,1698233689
524,malpe,13.35,74.7167,31.61,53,7,0.41,IN,1698195188
525,mandal,25.45,74.5667,30.15,22,0,2.11,IN,1698195901
526,holualoa,19.6228,-155.9522,24.91,82,75,3.09,US,1698164479
527,namibe,-15.1961,12.1522,19.12,78,52,1.76,AO,1698208718
528,punta del este,-34.9667,-54.95,14.06,82,75,9.77,UY,1698223515
529,ca mau,9.1769,105.15,30.99,67,99,2.7,VN,1698187666
530,megion,61.0296,76.1136,-1.99,83,93,1.38,RU,1698199298
531,vorkuta,67.5,64.0,-14.1,95,20,2.5,RU,1698204028
532,santa cruz,-17.8,-63.1667,24.7,83,20,1.03,BO,1698226640
533,al khafji,28.4391,48.4913,28.64,51,42,5.14,SA,1698202348
534,sampit,-2.5333,112.95,32.53,59,74,0.64,ID,1698185201
535,hlusk,52.903,28.6845,6.9,86,100,5.22,BY,1698209309
536,kokshetau,53.2775,69.3883,7.18,65,0,10.0,KZ,1698199579
537,tajiri,34.4043,135.278,23.06,60,20,2.57,JP,1698181910
538,lorengau,-2.0226,147.2712,28.28,78,90,1.55,PG,1698176991
539,port augusta,-32.5,137.7667,17.05,36,51,10.82,AU,1698177489
540,sao vicente,-23.9631,-46.3919,26.26,26,100,2.87,BR,1698222243
541,labuan,5.2767,115.2417,31.2,70,20,2.24,MY,1698185046
542,karlskrona,56.1616,15.5866,7.25,92,100,7.64,SE,1698212940
